Shahid Khalsa Force,2
Brelvi Muslims,2
Islamic Jihad Organization (Yemen),2
Karbi Longri National Liberation Front (KLNLF),2
Kamajor Hunters,2
M-7,2
Popular Resistance Sabotage Group,2
Al-Qaida Kurdish Battalions (AQKB),2
Modakeke Ethnic Activists,2
National Socialist Council of Nagaland-Unification (NSCN-U),2
People's Militia of Dagestan,2
Krause Group,2
Organization of the Sons of Occupied Territories,2
Democratic Union Party (PYD),2
Autonomy Front,2
Malaysian Communist Party,2
Gay Liberation Front,2
Martyrs of La Talanguera,2
Cyrenaica Self-Defense Force,2
Rwenzururu Rebels,2
Into the Blue Commando of the Revolutionary Cells,2
Manuel Gonzales Patriotic Front,2
Kahane Chai,2
Islamic Movement Organization,2
Black March,2
28th of December Group,2
Biafra Zionist Movement (BZM),2
Yatama,2
Albanian Separatists,2
Right Wing Christian extremists,2
Down with Lubbers,2
Forum for the Restoration of Democracy-Kenya,2
God's Oppressed Army,2
Dnestr Republic Separatists,2
Ansar al-Din Front,2
Bedouin Movement (Sudan),2
Zaghawa extremists,2
Federation of Students and Scholars of Cote d'Ivoire (FESCI),2
International Mercenary Brigade,2
Revolutionary Security Apparatus,2
Mateo Morral Insurrectionist Commandos,2
The Owners of the White Flags,2
Sekihotai,2
Minorities of Metropolitan Attacks,2
Revolutionary Action Organization of the Arab Resistance Front,2
Bassa Kwomu extremists,2
SYS,2
Supporters of leftist Gana-Oikya Front,2
Urhobo Gbagbako,2
National Santhali Liberation Army (NSLA),2
Pro-LGBT Rights extremists,2
Arm na Poblachta' (Army of the Republic),2
Kolla Benjo Cruz Command,2
Red Dawn Front (Frente Amanecer Rojo),2
Jaish Usama,2
Yakariya Bango Insurgent Group,2
Black War,2
Tajamo Ansar al-Islam,2
Russian separatists,2
Zomi Revolutionary Army (ZRA),2
Complices Sediciosos/Fraccion por la Venganza,2
Unified Communist Party of Nepal (Maoist),2
Sumud Brigade,2
Hindu Illaignar Sena,2
Armed Commandos in the Fighting Army of Mario Zichieri,2
Allah's Tigers,2
White Mercenaries,2
Anarchist Solidarity,2
Guerrillas of Christ the King,2
Workers' Organization for Communism,2
Struggle Against Misery and Exploitation of Peasants,2
United Liberation Movement for Democracy in Liberia (ULIMO),2
Jharkhand Tribal Forces,2
Former Govt. Troops,2
Arab Liberation of Al-Ahvaz,2
Popular Front for Recovery (FPR),2
Actiefront Nationalistisch Nederland,2
Yarmouk Martyrs Brigade,2
Islamic Revenge Organization,2
Guardians of the Islamic Revolution,2
Anti-Imperialistic Communist Revolutionaries,2
Iconoclastic Sect,2
Revolutionary Army,2
Irian Jaya Rebels,2
Committee for Direct Action Against War,2
Kurdistan National Union,2
Inkotanyi,2
Christian Liberation Army,2
Abstentionist Brigades,2
Iraqi Communists,2
Mong Thai Army (MTA),2
Moro Ghuraba,2
Right-Wing Rebel Military Group,2
Burma Communist Party,2
Kurdish Protestors,2
Syndicalist Action Groups,2
Popular Movement for the Liberation of Cabinda,2
Airport Protesters,2
Red Army for the Liberation of Catalonia,2
Popular Resistance Brigade,2
Armed Nuclei for Communism,2
Serbian rebels,2
Ittehad-i-Islami,2
Revolutionary Cells-Animal Liberation Brigade,2
Popular Revolutionary Commandos,2
Alejo Calatayu,2
Scooter Borne terrorists,2
Gaitanista Self-Defense Forces of Colombia (AGC),2
South Sudan National Movement for Change (SSNMC-Unvuas),2
Syrian Mujahideen,2
Proletarian Combatants for Communism,2
Turkish separatists (probably Kurds),2
Angola Rebels,2
Popular Revolutionary Movement (Italy),2
Tarok Militia,2
Jorge Eliecer Gaitan Nationalist Movement,2
Tehreek-e-Labbaik Pakistan (TLP),2
Terai Communist Party,2
Youths of Ali Movement,2
National Socialist Civic Workers Movement,2
Hassan Mabkhut Group,2
Revolutionary Communist Party,2
Anti-Clerical Pro-Sex Toys Group,2
Tehama Movement,2
Baloch Republican Party,2
Zimbabwe People's Army (ZIPA),2
Turkish Islamic Jihad,2
Autonomen,2
Free Alawite Movement,2
Beirut Martyrs Forces Organization,2
Armed Group for the Defence of the People,2
All (Baksa District) B.F.D.N Sangodan,2
Eva Peron Organization,2
Baloch National Liberation Front,2
Aryan Brotherhood,2
Jharkhand Sangharsh Jan Mukti Morcha,2
Veterans United for Non-Religious Memorials,2
Movement for the Restoration of the Independence of Southern Cameroons,2
Torpedy Group,2
Mwakenya Dissident Movement,2
Tripoli Martyrs Battalion,2
Libyan Militia,2
Surinamese Amerindians,2
Tribal Separatists,2
Worker Counterpower,2
Tehrik-e-Taliban Islami (TTI),2
Revolutionary Eelam Organization (EROS),2
Islami Jamiat-e-Talaba (IJT),2
People's Amn Committee,2
Ukrainian Insurgent Army,2
Sovereign Citizen,2
Cali Narcotics Cartel,2
Serbian irregulars,2
International Revolutionary Front,2
Tanzeem al-Islami al-Furqan,2
Zetas,2
Telangana Separatists,2
Black American Moslems,2
Ahrar al-Sharqiya,2
Abd al-Krim Commandos,2
Supporters of Ali Abdullah Saleh,2
Sudanese Rebels,2
South Sudan Democratic Army,2
Revolutionary Action Front,2
Vietnamese Refugees,2
Universal Liberation Front,2
National League for Democracy,2
Peaceful Resistance Group of Mataquescuintla,2
Generation of Arab Fury,2
Bangladesh Road Transport Workers Federation,2
Greater Damascus Operations Room,2
Black Flag (Bandera Negra),2
Khmer Bandits,2
Islam Liberation Front,2
Rafallah al-Sahati Brigade,2
Somali National Alliance,2
Jarrai,2
Communist Fighting Nuclei,2
National Liberation Army (Peru),2
Red Revolutionary Front,2
National Liberation Union,2
Shabelle Valley militia,2
Armed Forces for National Salvation - Army of the People (FASN-EP),2
January 22,2
Kachin Insurgents,2
Solidarist Resistance Movement,2
Universal Proutist Revolutionary Federation,2
Jaish-e-Khorasan (JeK),2
Partido Marxista-Leninista ng Pilipinas (PMLP),2
Sindh Liberation Front,2
Qimant extremists,1
Sunni Supporters,1
Mawlawi and Mansour Group,1
Zawiya Martyrs Brigade,1
Mitiga Militia,1
Mai Mai Portuguais Militia,1
Aibed Er-Rahman katibet,1
Islamic Tendency,1
Anti-Park extremists,1
No Borders Group,1
Groups of Martyr Baha Eleyan,1
First Capital Command (PCC),1
Abu Jaafar al-Mansur Brigades,1
Ombatse Cult,1
Saraya al-Mukhtar,1
Jund al-Islam,1
Banner of Islam,1
Vanguards of the Caliphate,1
Zwai Tribe,1
Tehrik-e-Nifaz-e-Aman Balochistan-Jhalawan Brigade (TNAB-Jhalawan Brigade),1
Unification Army Sons Brigade,1
Bersatu,1
Jaish-e-Mohammad (Iraq),1
Kizilyurtovskiy Group,1
Achik Tiger Force,1
Al-Sawaiq Brigade,1
Gugama Youth Federation,1
Jharkhand Kranti Raksha Dal (Utari Chotanagpur),1
Popular Army for the Restoration of Democracy (APRD),1
Dima Hasao National Army,1
S14,1
Al-Zintan Revolutionaries' Military Council,1
Red Scorpion,1
Moroccan extremists,1
National Liberation Alliance of Sa Kaeo,1
Samarkand Brigade,1
Free Balochistan Army (FBA),1
National Liberation Council of Taniland,1
Rabha National Security Force,1
Les Casseurs,1
Yazidi extremists,1
Shamil Group,1
Angry Foxes Cell,1
Abu Tira (Central Reserve Forces),1
Just Punishment Brigades,1
Bastards & Blasphems,1
Fedayeen Imam Mahdi,1
Misurata Rebels,1
Abu Bakr Unis Jabr Brigade,1
Defenders of the Nation's Sovereignty,1
Kashmir Freedom Force,1
Proletarian Assault Group,1
Anarchist Anti-Capitalist Action Group,1
Diyala Salvation Council,1
Nazhdak Radical Public Organization,1
Tiwa Liberation Army,1
Ansar Allah al-Awfiya,1
Ansaru ash-Sharia (Russia),1
Action Cell Haukur Hilmarsson,1
Anbar Salvation Council,1
Martyr Ciyager and Martyr Zeryan Revenge Units,1
Koluama Seven Brothers,1
Militant People's Revolutionary Forces,1
Patriotic Youth Movement of the Gabonese Defence and Security Forces,1
Ayesha bint al-Sadiq Brigade,1
Lashkar-e-Mustafa (LeM),1
Haji Fateh,1
Hamza Combat Group against Atheism and Heresy,1
Al-Madani Brigade,1
Anti-Fascist Spring Bremen,1
Dravidar Kazhagam,1
Red Egbesu Water Lions,1
The Independent Military Wing of the Syrian Revolution Abroad,1
Popular Resistance Committees in Daraa,1
Good Vision Party (India),1
Aba Cheali Group,1
Revolutionary Communist Centre (RCC),1
Liwa al-Tawhid,1
Youth of the Land of Egypt,1
Powers of the Revolutionary Arc,1
Rally of Democratic Forces (RAFD),1
Caspian Group,1
Martyr Sami al-Ghul Brigades,1
El-Feth katibat,1
Celulas Revolucionarias Nicolas Neira,1
Barq al-Nasser Brigade,1
Jund al-Sahabah Group,1
Bangalee Somo Odhikar Andolon,1
Zero Guerrilla Force,1
Sabiqun Battalion,1
The Inevitables,1
Jalisco New Generation Cartel (CJNG),1
Al-Fateh Al-Jadid,1
Jaish al-Mukhtar,1
Anger of Fezzan movement,1
Jihadist Soldiers,1
Islamic Swords of Justice in the Land of Ribat,1
Islamic Companies,1
Sham Liberation Army,1
Sarallah India Hezbollah,1
Ajnad al-Sham,1
Bahoz,1
Sons of Zouari,1
Bini-Oru,1
Loyalist Action Force,1
National Redemption Front,1
Free Democratic People's Government of Laos,1
Anti-Apostate Movement Alliance (AGAP),1
Juwa Party,1
People's United Democratic Movement (PUDEMO),1
Young Officer Union of the New Generation and Reformist Armed Forces of the Philippines (YOU-RAFP),1
Brigades of Iman Hassan-al-Basri,1
Mahsud Tribe,1
Quit Kashmir Movement (QKM),1
Cells of Direct Attack - Living Waste Group,1
Unrepentant Anarchists,1
Hsipaw Civilian Protection Group,1
All Assam Revolutionary Army (AARA),1
Dashmesh Regiment,1
Organization of Soldiers of the Levant,1
Protectors of Islam Brigade,1
Vetevendosje,1
Conspiracy of Vengeful Arsonists,1
Omar Bin Khattab Group,1
Al-Mus'abi Tribe,1
Tehrik-e-Hurriyat (TeH),1
United Achik National Front (UANF),1
Sober and Evil Youth,1
Furqa 23,1
Benishangul Gumuz People's Liberation Movement,1
Catholic extremists,1
Honneur et Nation,1
Mariscal Lopez Army (EML),1
Fajr al-Umma Brigade,1
Social Patriot Movement,1
Movement for the Salvation of Azawad (MSA),1
Raskamboni Movement,1
Holders of the Black Banners,1
Trieu Dai Viet,1
National Anti-Corruption Front (FNA),1
Junaid Jihadist Battalion,1
CasaPound,1
Kalay Region Defense Association (KRDA),1
Mai Mai Kyandenga,1
Islamic Jihad Brigades,1
French Armed Islamic Front,1
Al-Sunna wal Jamma,1
Ses'khona Peoples' Rights Movement,1
Anti-Kurdish extremists,1
Marine Force of Ambaland,1
Revolution Chemnitz,1
Jaish Tahkim al-Din,1
Orakzai Freedom Movement,1
Chama Pueblo en Rebelion,1
Initiative de Resistance Internationaliste,1
Hofstad Network,1
Ansar al-Jihad,1
Salafi Daawa Group,1
Thadou People's Liberation Army (TPLA),1
Balochistan National Army,1
The 78 Unemployed,1
Authenticity and Development Front,1
Islamic Movement of Iraqi Mujahidin,1
SERB Group (Russian Liberation Movement),1
Mai Mai Umoja ni Nguvu,1
Etnocacerista Movement,1
Liberals of Galilee,1
"Lone Wolves of Radical, Autonomous, Militant National Socialism",1
Anonymous Underground Movement (MCA),1
Al Zawahiri Loyalists,1
Orfei Harsha'am,1
Omar Abdel Rahman Brigade,1
Knights of Janzour,1
Martyr al-Nimr Battalion,1
Front for Change and Concord in Chad (FACT),1
Student Network of Mandalay,1
Tariq Bin Ziyad militia,1
Jaish al-Islam (Libya),1
Proletarian Solidarity,1
Al-Jihad (Pakistan),1
Niger Armed Forces dissidents,1
Chavistas,1
Misanthropic Division,1
All Progressives Congress (APC),1
Mujahedeen Group,1
uMkhonto we Sizwe Military Veterans Association (MKMVA),1
Saraya al-Jihad Fi Bilad al-Sham,1
Negara Islam Indonesia (NII),1
Al-Qaida Organization for Jihad in Sweden,1
Sundar Shanta Nepal,1
Sasna Tsrer,1
Mujahedeen Brigades,1
Revenge Brigade,1
Fuerzas Autonómicas y Destructivas León Czolgoscz,1
Jund al-Khilafa,1
Mai Mai Manu Militia,1
Sudanese People's Front,1
Ecosocialist Forces,1
Al-Zawiya Syndicates Council,1
Ansar al-Tahwid wal Sunna,1
Anti-Yanukovych extremists,1
Manipur Nationalist Revolutionary Party (MNRP),1
Jeay Sindh Muttahida Mahaz (JSMM),1
Ansar al-Din,1
Kawal ng Pilipinas (Soldier of the Philippines),1
The Irish Volunteers,1
Alde Hemendik Movement,1
Ahmad Luebaesa Group,1
Mujahidin Ambon,1
Itsekiri,1
Militarized Communist Party of Peru (MPCP),1
Tela Mohammed,1
Kuki Unification Frontal Organization (KUFO),1
Niger Delta Justice Defense Group (NDJDG),1
Supporters of the Islamic State in the Land of the Two Holy Mosques,1
Arbav Martyrs of Khuzestan,1
Russian Unity,1
Yan Sakai,1
New Indigenous People's Army,1
Hay Andalus Defense Operations Room,1
Council for Justice in Azawad,1
Jenin Martyrs Brigades,1
Movimiento Revolucionario Alfarista (MRA) - Comuneros Montanas del Ecuador,1
Opponents of disabled people,1
Khalid ibn Walid Brigade,1
All Ethiopian Unity Party (AEUP),1
Agwelek Forces,1
Taungthar Youth Guerrilla Force,1
Natsionalnyi Druzhiny,1
Resistance Cell,1
Random Anarchists,1
Jharkhand Bachao Aandolan,1
Jaish as-Saiyouf (Army of Swords),1
Nikhil Bharat Bangali Udbastu Samannay Samiti (NBBUSS),1
Mullah Nazir Group,1
Karbi Tribe,1
Revenge of the Martyrs (Tha'ir al-Shuhada),1
League of Damascus for Special Tasks,1
United Karbi Liberation Army (UKLA),1
Adivasi Cobra Militants of Assam (ACMA),1
Court Reform extremists,1
Omar Mukhtar Militia,1
Black and Red Anarchist and Anti-Authoritarians Initiative (Greece),1
National Freedom Party,1
Combat 18,1
Awliya al-Dam,1
Al-Furqan (Tunisia),1
Jacinto Araujo Internationalist Rebel Insurrectionist Brigade,1
Terai Janatantrik Party,1
Informal Feminist Commando for Anti-authoritarian Action,1
Anarchist Action (CA / United States),1
High Council of the Islamic Emirate,1
Hoodie Wearers,1
Bengali Sangram Mukti Bahini,1
Black Masked Winners (BMW),1
Al-Jub Tribe,1
Harakat Ansar Iran (HAI),1
Action Directe Anarchiste (ADA),1
Council for the Destruction of Order,1
Revolutionary Continuity,1
Awdal Regional Administration Army (ARAA),1
Wild Freedom,1
People's Democratic Struggle Movement,1
Jaljala Army,1
Fighting For Freedom Coalition (FFFC-Ottawa),1
Mog Liberation Party,1
Shabwah Province of the Islamic State,1
Aqmur,1
Dissident Republican Guard,1
United Garo Security Force (UGSF),1
Rebellious Group Lambros Foundas,1
Sunni Resistance Committees in Lebanon (SRCL),1
People's Defense Unit (Turkey),1
Intelligence Force of Oku,1
Insurrectionals from the Frontier,1
Nihilistic Patrol and Neighborhood Arsonists,1
Sisters in Arms,1
West Indonesia Mujahideen,1
Terai Janatantrik Madhes Party,1
Operation Gideon,1
Bangsamoro National Liberation Army,1
Gholam Yahya Akbar,1
Gathering to Aid the Oppressed,1
Abu Salim Martyr's Brigade,1
Iraqi Sunni Extremists,1
Hizballah-Iraq,1
United Gorkha People's Organization (UGPO),1
People's Democratic Council of Karbi Longri (PDCK),1
Zouaves Paris (ZVP),1
Revolutionaries Army (Jaysh al-Thowwar),1
Anti-Roma extremists,1
Justicieros de la Frontera,1
Bodo People's Front (BPF),1
Durruti Brigades,1
Kara clan,1
Homeland Cheetahs,1
Alexandros Grigoropoulos Anarchist Attack Group,1
Jaish al-Muhajireen wal-Ansar (Muhajireen Army),1
Minutemen American Defense,1
Deniers of Holidays,1
Kouweikhat Group,1
Anti-Sikh extremists,1
Shooters of the Nest,1
Jai Shri Ram Hindu Bhai Group,1
Shanni Nationalities Army (SNA),1
United Party for National Development (UPND),1
Kokang,1
The Black Sun,1
Sudurpaschim Janata Dal,1
Hafeez Brohi Group,1
Shield Wall Network (SWN),1
Diraa al-Shahbaa Rebel Brigade,1
Urhobo Revolutionary Army,1
Tawheedul Islam,1
Majlis-e-Askari,1
Militant Forces Against Huntingdon,1
Bedouin Israeli extremists,1
Biswabhumi Sena Bishal Nepal,1
Baloch Militant Defense Army,1
Swatantra Nepal Dal,1
Bangladesh Tiger Force,1
National Committee for the Restoration of Democracy and State (CNRDR),1
Urban Guerrilla War,1
Revolutionary Front,1
National Liberation Front (Ecuador),1
Bhittani tribe,1
The Third Way (Der III. Weg),1
Popular Nationalist Insurgency Command of the Large Brazilian Integralist Family,1
Mai Mai Kyandenga Militia,1
Anti-CAB activists,1
Puratchi Puligal,1
Sinhale Jathika Balamuluwa,1
Provisional RSPCA,1
RADA Special Deterrence Forces,1
Civilian Defense,1
Takam Mising Porin Kebang (TMPK),1
Joint Meeting Parties (JMP),1
Arab Socialist Baath Party of Iraq,1
Abdul Ghani Kikli Militia,1
United National Liberation Front of WESEA (UNLFW),1
Christian State-Holy Rus,1
Yimchunger Liberation Front (YLF),1
Medfaiyah Wal-Sewarigh Brigade,1
Zintani Militia,1
Saraya al-Salam,1
Lama Group,1
Eritrean Salvation Front (ESF),1
Revolutionary Insurgent Armed Forces of Ecuador (FAIRE),1
Anarchist Revolt Against Exiled Gendarmes,1
Janatantrik Terai Madhes Mukti Party- Bhagat Singh (JTMMP),1
Qari Kamran Group,1
Comando Autónomo Voltaire Argandoña,1
Samyukta Terai Madhes Mukti Party,1
Syrian Army deserters,1
Indigenous People's Front of Tripura (IPFT),1
The Nocturnals,1
Muslim United Liberation Tigers of Assam (MULTA),1
Feuerkrieg Division (FKD),1
Force Etudiante Critique,1
Aniban ng Ayaw sa Komunista (ANAK) ,1
Izberbash Gang,1
Feminist extremists,1
St Patrick's Survivors group,1
Jund Al-Tawid,1
Terai Madheshi Mukti Morcha (TMMM),1
Vandalicia Teodoro Suarez,1
Mouhajiroune Brigade,1
Karabulak Gang,1
Death Squad (Iraq),1
Sanghiya Limbuwan Committee (SLC),1
Al-Haydariyah Battalion,1
Tolib Ayombekov loyalists,1
Popular Front of India,1
Residents and regulars of Exarchia,1
Brigade of al-Mukhtar al-Thaqafi,1
Groups for Dissemination of Revolutionary Theory and Action,1
Wahhabi Movement,1
Republican Action Against Drugs (RAAD),1
Knights Templar (Caballeros Templarios),1
Sudanese Islamic Youth Movement,1
Marxist-Leninist Communist Party (Turkey-MLKP),1
Venezuelan Patriotic Front,1
Anarchist Collective of Kallithea-Moschato,1
Friends of Loukanikos,1
Apella,1
Arab People's Group,1
Free and Democratic Society of Eastern Kurdistan (KODAR),1
Madhesh Mukti Sangram (MMS),1
Baloch Mussalah Diffah Tanzim (BMDT),1
Black Hawks (Anti-Wahhabists),1
Mullah Dadullah Front,1
Ansar al-Islam (Egypt),1
Nepalbad Party,1
Delta Democratic Militia,1
Anarkista Jorge Banos Front of the Everyone For The Homeland Movement (MTP),1
Execution Squad (Egypt),1
South Sudan Armed Forces (SSAF),1
Terai Rastriya Mukti Sena (TRMS),1
Free Joseon,1
The Jean Marc Rouillan Armed and Heartless Columns,1
Liwa al-Sham,1
Kata'ib Sayyid al-Shuhada,1
Civilian Joint Task Force (JTF),1
L'Asilo,1
Detonators of Social Uprisings,1
Jund Ansar Allah,1
Unsubordinated Desires,1
Munadil al-Jumalyi Brigade,1
The Nation's Army,1
Anarchist Attack Consortium,1
Pro-migration extremists,1
Patria Grande Ejercito del Pueblo,1
Pahadi Cheetah,1
United Democratic Terai Liberation Front (UDTLF),1
Reformed Niger Delta Avengers (RNDA),1
Core Conspirators for the Extension of Chaos (Núcleo de Conspiradores por la Extensión de Kaos),1
Jaish Al-Umma (Army of the Nation),1
Arunachal Pradesh Deprived People's Front (APDPF),1
Revolutionary Headquarters (Turkey),1
LW,1
Antagonistic Nuclei of the New Urban Guerrilla,1
Mai Mai Kabeke,1
Al-Mujahedin Brigades (Palestine),1
Jordanian extremists,1
Pattani United Liberation Organization-MKP (PULO-MKP),1
Jabal al-Islam Brigade,1
Women's Protection Units (YPJ),1
English Defense League (EDL),1
Kuki Independent Organization (KIO/KIA),1
Borderless Solidarity Cell (BSC),1
Forbidden Blockade (Greece),1
Falanga,1
Sawaid Al-Khayr,1
Free Network South (Freies Netz Sued),1
Youth Movement for the Total Liberation of Azawad,1
Jihadi Movement of the Sunna People of Iran,1
South Sudanese extremists,1
National Thowheeth Jama'ath,1
Liberation of Achik Elite Force (LAEF),1
Union of Chadian Forces (UFNT),1
The Mujahadeen Room in Latakia Countryside,1
Oath Keepers,1
United Janatantrik Terai Mukti Morcha (U-JTMM),1
Aisha Umm-al Mouemeneen (Brigades of Aisha),1
South Group (Russia),1
Lehava,1
Armed Revolutionary Forces,1
Amazigh Islamic Front,1
Jaish al-Umar (JaU),1
Special Task,1
Sungu Sungu,1
Yekbun,1
Al-Faruq Militia,1
Tribal Revolutionary Army (TRA),1
Nalut Group,1
United Aryan Empire,1
Four Martyrs Brigade,1
Bhumi Uchched Pratirodh Committee (BUPC),1
Zuwar al-Imam Rida,1
Students For Insurrection,1
Martyr Karim Daraam Brigade,1
Mlada Bosna,1
Pumba and Tata Cartel,1
Al-Fatihin Army (AFA),1
Supporters of Sultan Abd-al-Bagi,1
Shabiha of the Coast,1
Fight Xenophobia,1
Liwa al-Haqq,1
Syrian Turkmen Brigades,1
Alcubar group,1
Gunib Group,1
Al-Fajr,1
Tripura Group,1
Al-Khums Revolutionaries' Union,1
Union Parishad,1
Amhara militia,1
Samri militia,1
Generation Identity,1
Afghan Revolutionary Front,1
Liwa al-Islam,1
Anarchist Cell Acca (C.A.A.),1
Operations of Martyr Ali Mansour,1
Wa'ed al-Tahrir,1
Al-Herak Al-Tihami Movement,1
Barak Valley Tiger Force (BVTF),1
Union of Peoples and Organizations of the State of Guerrero (UPOEG),1
Militant Organization of Russian Nationalists,1
Forces for the Unification of the Central African Republic (FIRCA),1
Rastriya Janashakti Party (RJP),1
Moles,1
Citizens for Constitutional Freedom,1
Incendiary Committee of Solidarity for Detainees,1
Harakat al-Nujaba,1
Epanastatiki Anatropi (Revolutionary Overthrow),1
National Committee for the Salvation of the People,1
Kata'ib al-Imam Ali,1
Hushaysh Tribal Members,1
Bru Democratic Front of Mizoram (BDFM),1
Mongolian Mukti Morcha,1
Equilibrio Nacional,1
Tibetan separatists,1
National People's Party (India),1
Ansar al-Imam Musa al-Sadr,1
Islamic Movement (Nigeria),1
National United Front of Democracy Against Dictatorship (UDD),1
Macedonian nationalists,1
Al-Saadawi Militia,1
Liberal Democratic Council for Missing Land,1
Himali Tigers,1
Muslim Renewal,1
Maoist Communist Party (MKP),1
Fatoni Warriors,1
Bhisan Himali Bag,1
Salafi Extremists,1
Achik Matgrik Army (AMA),1
Chaotic Harmony,1
Al-Amaliqah Brigades,1
Al-Mahdi in Southern Tunisia,1
Irrintzi,1
Madhesi Virus Killers,1
Balakhani Group,1
Zehri Youth Force (ZYF),1
Revenge Movement,1
Niger Delta Forest Army (NDFA),1
Janatantrik Tiger Janashakti Party,1
Naga People's Council (NPC),1
Army of State Liberators,1
Jumuiya ya Taasisi za Kiislam (Community of Muslim Organizations),1
Abdul Qader Husseini Battalions of the Free Palestine movement,1
Anti-Gentrification Front,1
Room of the Neighbourhoods Youths,1
Popular Front of India (PFI),1
Progressive Socialist Party (PSP),1
Future movement (Lebanon),1
United Reformation Protest of India,1
Marwan Al-Qawasimi and Amir Abu-Ayshah Group,1
Niger Delta Freedom Fighters (NDDF),1
Khalistani extremists,1
Gulf Cartel,1
United Constitutional Patriots,1
Mutassim Billah Gaddafi Battalion,1
Jamaat Tauhid Wal Jihad (Pakistan),1
National Liberation Army (Nepal),1
Janatantrik Terai Mukti Morcha- Ranbir Singh (JTMM-RS),1
Anti-Liberal extremists,1
Resistance Nationale Lumumbiste (RNL),1
Juarez Cartel (Carrillo-Fuentes / Mexico),1
14 March Coalition,1
Birsa Commando Force (BCF),1
All Kamatapur Liberation Force,1
Colonel Albert Kahasha Militia,1
Anarchist Commando Nestor Makhno Group,1
Sayfullakh,1
Cellula Haris Hatzimihelakis/Internazionale nera,1
MANO-D,1
Armed Vanguards of a Second Mohammed Army,1
Lebanese and Palestinian Resistance Fighters,1
Lebanese Resistance Group,1
Movement for Rebuilding Fatah,1
Argentina Libre (Free Argentina),1
Iraqi Moslems,1
Western Somalia Liberation Front,1
Amazonas Liberation Front,1
Coordination of Anti-atomic Power Plant Saboteurs,1
North Korean involvement commandos,1
Counterrevolutionary Solidarity (SC),1
Syrian Battle Front,1
Comite de Liberation et de Detournements d'Ordinateurs (Committee for the liberation and hijacking of computers),1
Black Liberation Force,1
The Aref Boluki Dynamite group,1
November 10 (Bolivia),1
Yamaguchi-Gumi Gang,1
Plowshares,1
Artigas-Giachino Command,1
Northern Epirus Liberation Front (MAVI),1
Liberation Front of Southern Sudan,1
Somali Salvation Democratic Front (SSDF),1
Armenian Red Army,1
Polish Revolutionary Home Army,1
Christian Group for the Respect for Life,1
Hungarian exile,1
Autonomy (Greece),1
Armed Commandos of Student Self Defense,1
United Jewish Underground,1
Hector Rio De Brigade,1
Civic Guard,1
Armed Struggle Organization,1
Grupo Armado de Liberacion Argentina (GALA),1
Martyrs of Saad Sayel,1
Posse Comitatus,1
Scottish Nationalists,1
Ruminahui Front,1
National Front for the Liberation of Belgium,1
Ana Maria Martinly August 22 Brigade,1
Free Nasserite Revolutionaries,1
Revolutionary Armed Forces for the Liberation of Colombia (FALCO),1
Anarchio Scene,1
Red Patriots Group,1
Basque Refugee Support Group,1
Anti-Chon radical elements,1
Iranian Monarchists,1
Koetoh Reh,1
Militant Argentine Patriots,1
Martyrs Halim Group,1
Martyrs of Baalbek,1
Organization of Mauritanian Nationalists,1
National Movement of Iranian Resistance,1
Separatist Clandestine Organization,1
September 17 Organization,1
Independence Advocates,1
La Paz peasants federation,1
Yazbik Revolutionary Organization,1
Costa Rican Peoples' Army (EPC),1
Sharp Sword Organization,1
Sons of the South,1
Alfa 83,1
Patriotic Command San Jose,1
Sudanese mostly Christian rebels,1
Jewish Direct Action,1
Idriss Miskine Group,1
Tripura Nationalists,1
Internal Front,1
MLA,1
Individuals claimed to be policemen,1
"Sympathizers of ""Iranian People's Zeda'i""",1
Islamic Action Organization,1
Scheutzen group,1
Palestinian-nationalist Lebanese joint movement,1
Alpha-66 (Cuban counterrevolutionary),1
Arab Revenge Organization,1
Fedayeen of the Imperial Iranian Monarchy,1
Revolutionary Labor Commandos,1
"Anti Somoza Gp, name unk",1
Croatian Liberation Army,1
Movement of the Third Reich,1
French Basque Nationalists,1
Komando Jihad (Indonesian),1
Anti-AF,1
Popular Resistance Army (PRA),1
Imperial Iranian Patriotic Organization,1
Uganda National Liberation Front (UNLF),1
Extreme Right-wing Socialist Phalange,1
International Proletarian Groups,1
Central African National Liberation Movement,1
People's Brigade For A Healthy Genetic Future,1
Revolutionary Communist Armed Nuclei,1
Seaborne Moslem Raiders,1
19th of July Christian Resistance Brigade,1
Jewish Defenders,1
Basque Country Autonomous Self-Defense Group,1
Guerrilla Commando of the people,1
Dissidents linked to Zanga,1
The United Southern Front,1
P.R.E.,1
Martyr Ali Nasir group,1
Italians Attacking Policies of the Regional  SVP,1
Prisoner's Action Force,1
Territorial Patrols of Anti-Fascist Vigilance,1
Unified Kurdish Socialist Party,1
Guadeloupe Separatists,1
MILPAS Contras,1
Syrian Terror,1
Vincente Mecha Revolutionary Christians,1
Mexican Students,1
Three Stars Autonomous Commando,1
Revolutionary Communist Youth Brigade (RCYB),1
Budget for the Popular Prep or Death,1
GP II,1
The Armed Secret Organization,1
Left wing activists,1
Kamal Udwan Unit of Palestinians,1
Anti-Communist Viets Organization,1
World Punishment Organization,1
Muslim Commando (Iraqi revolutionary brothers),1
Roque Dalton Commando,1
Front Line Armed Nuclei (FLAN),1
Juan Rayo Guerilla Group,1
MNR of the Left,1
Antonia Martinez Student Commandos (AMSC),1
Iconoclastic Nihilists,1
Congolese Armed Patriotic Group,1
Village League,1
Democratic Party,1
